Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
80002090142	c_c628	Comune di Chiesa in Valmalenco	Chiesa in Valmalenco	Renata	Petrella	23023	SO	Lombardia	www.comune.chiesainvalmalenco.gov.it	Via G. Marconi, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.chiesainvalmalenco.gov.it	pec	null	null	null	null	null	null	null	null				null	0		
92505180015	c_c629	Comune di Chiesanuova	Chiesanuova	Giovanni	Giachino	10080	TO	Piemonte	www.comune.chiesanuova.to.it	Via Cresto, 13	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comchiesanuova@postecert.it	pec	comchiesanuova@libero.it	altro	null	null	null	null	null	null				null	0		1
00206480253	c_c630	Comune di Chies d'Alpago	Chies d'Alpago	Gianluca	Dal Borgo	32010	BL	Veneto	www.comune.chiesdalpago.bl.it	Piazza Roma, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiesdalpago.bl@pecveneto.it	pec	protocollo.chies@alpago.bl.it	altro	null	null	null	null	null	null				null	0		
00335800470	c_c631	Comune di Chiesina Uzzanese	Chiesina Uzzanese	Marco	Borgioli	51013	PT	Toscana	www.comune.chiesinauzzanese.pt.it	Via Garibaldi, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiesinauzzanese@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		1
00098000698	c_c632	Comune di Chieti	Chieti	Umberto	Di Primio	66100	CH	Abruzzo	www.comune.chieti.gov.it	Corso Marrucino, 81	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.chieti.it	pec	fattura.elettronica@pec.comune.chieti.it	pec	null	null	null	null	null	null				null	3		1
00408000719	c_c633	Comune di Chieuti	Chieuti	DIEGO	IACONO	71010	FG	Puglia	www.comune.chieuti.fg.it	Largo Vi Novembre, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.chieuti@pec.it	pec	segreteria.chieuti@virgilio.it	altro	elettorale.chieuti@virgilio.it	altro	null	null	null	null				null	0		
00174760199	c_c634	Comune di Chieve	Chieve	Davide	Bettinelli	26010	CR	Lombardia	www.comune.chieve.cr.it	Via San Giorgio, 28	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chieve@mailcert.cremasconline.it	pec	info@comune.chieve.cr.it	altro	null	null	null	null	null	null	https://www.facebook.com/Comunedichieve/			null	0		1
00575760160	C_C635	Comune di Chignolo d Isola	Chignolo d'Isola	RAMON	CRESPOLINI	24040	BG	Lombardia	www.comune.chignolodisola.bg.it	Via IV Novembre 3	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.chignolodisola.bg.it	pec	protocollo@comune.chignolodisola.bg.it	altro	null	null	null	null	null	null	https://it-it.facebook.com/bibliotecachignolo/				0		
00439130188	c_c637	Comune di Chignolo Po	Chignolo Po	Giuseppe	Ferrara	27013	PV	Lombardia	www.comune.chignolopo.pv.it	Via Marconi, 8	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chignolopo@pec.regione.lombardia.it	pec	ragioneria@comune.chignolopo.pv.it	altro	null	null	null	null	null	null				null	0		1
00621100270	c_c638	Comune di Chioggia	Chioggia	Alessandro	Ferro	30015	VE	Veneto	www.chioggia.org	Corso Del Popolo, 1193	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chioggia@pec.chioggia.org	pec	urp@chioggia.org	altro	null	null	null	null	null	null				null	0		1
86501290018	c_c639	Comune di Chiomonte	Chiomonte	Daniele	Bezzone	10050	TO	Piemonte	www.comune.chiomonte.to.it	Via Vescovado, 1	Responsabile area amministrativa	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.chiomonte@pec.it	pec	aem.chiomonte@pec.it	pec	utc.chiomonte@pec.it	pec	finanziario.chiomonte@pec.it	pec	info@comune.chiomonte.to.it	altro				null	0		
80003670934	c_c640	Comune di Chions	Chions	Renato	Santin	33083	PN	Friuli Venezia Giulia	www.comune.chions.pn.it	Via Vittorio Veneto, 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chions@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		1
81000910307	c_c641	Comune di Chiopris-viscone	Chiopris-Viscone	Raffaella	Perusin	33048	UD	Friuli Venezia Giulia	www.comune.chiopris-viscone.ud.it	Via Roma, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chioprisviscone@certgov.fvg.it	pec	segreteria.tributi@com-chiopris-viscone.regione.fvg.it	altro	null	null	null	null	null	null				null	0		1
00258740513	c_c648	Comune di Chitignano	Chitignano	Valentina	Calbi	52010	AR	Toscana	www.comune.chitignano.arezzo.it	Piazza Arrigucci, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chitignano@postacert.toscana.it	pec	chitignano@casentino.toscana.it	altro	null	null	null	null	null	null				null	0		1
00278290168	c_c649	Comune di Chiuduno	Chiuduno	Stefano	Locatelli	24060	BG	Lombardia	www.comune.chiuduno.bg.it	Largo Europa, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chiuduno@pec.comune.chiuduno.bg.it	pec	INFO@COMUNE.CHIUDUNO.BG.IT	altro	null	null	null	null	null	null				null	0		1
00336090246	c_c650	Comune di Chiuppano	Chiuppano	Luigi	Alfidi	36010	VI	Veneto	www.comune.chiuppano.vi.it	Piazza San Daniele, 1	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chiuppano.vi@cert.ip-veneto.net	pec	null	null	null	null	null	null	null	null				null	0		
00114250145	c_c651	Comune di Chiuro	Chiuro	Tiziano	Maffezzini	23030	SO	Lombardia	www.comune.chiuro.so.it	Piazza Stefano Quadrio, 1	Sindaco pro-tempore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.chiuro@cert.provincia.so.it	pec	info@comune.chiuro.so.it	altro	tributi@comune.chiuro.so.it	altro	null	null	null	null	https://www.facebook.com/COMUNE-DI-CHIURO-SO-251467601562010/				0		1
80006630216	c_c652	Comune di Chiusa	Chiusa	Maria Anna	Gasser	39043	BZ	Trentino Alto Adige	www.comune.chiusa.bz.it	Via Citta' Alta, 74	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	klausen.chiusa@legalmail.it	pec	info@chiusa.eu	altro	null	null	null	null	null	null				null	0		1
00563200047	c_c653	Comune di Chiusa di Pesio	Chiusa di Pesio	Sergio	Bussi	12013	CN	Piemonte	http://www.comune.chiusadipesio.cn.it/	Piazza Cavour, 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chiusa.di.pesio@cert.ruparpiemonte.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
84000230825	c_c654	Comune di Chiusa Sclafani	Chiusa Sclafani	Francesco	Di Giorgio	90033	PA	Sicilia	www.comune.chiusasclafani.pa.it	Piazza Castello	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.chiusasclafani.pa.it	pec	anagrafe@pec.comune.chiusasclafani.pa.it	pec	statocivile@pec.comune.chiusasclafani.pa.it	pec	ufficioelettorale.chiusasclafani@pec.it	pec	protocollo.chiusasclafani@pec.it	pec				null	0		
01734110016	c_c655	Comune di Chiusa di San Michele	Chiusa di San Michele	Fabrizio 	Borgesa	10050	TO	Piemonte	www.comune.chiusadisanmichele.to.it	Piazza Bauchiero Bruno, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.chiusa.san.michele@cert.ruparpiemonte.it	pec	null	null	null	null	null	null	null	null				null	0		1
84002930307	c_c656	Comune di Chiusaforte	Chiusaforte	Fabrizio	Fuccaro	33010	UD	Friuli Venezia Giulia	www.comune.chiusaforte.ud.it	Piazza Pieroni, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiusaforte@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		
00245080080	c_c657	Comune di Chiusanico	Chiusanico	Giovanni	Agnese	18027	IM	Liguria	www.comune.chiusanico.im.it/	Piazza Nello Gerini, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	pec@pec.comune.chiusanico.im.it	pec	null	null	null	null	null	null	null	null					0		1
80003290055	c_c658	Comune di Chiusano D'Asti	Chiusano d'Asti	Marisa	Varvello	14025	AT	Piemonte	www.comune.chiusanodasti.at.it	Piazza Marconi N. 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiusano.dasti.at@legalmail.it	pec	responsabiletributi.chiusano.dasti@ruparpiemonte.it	altro	null	null	null	null	null	null				null	0	1	1
80002030643	c_c659	Comune di Chiusano San Domenico	Chiusano di San Domenico	Carmine	De Angelis	83040	AV	Campania	www.comune.chiusanodisandomenico.av.it	Via Forno	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info.chiusano@pec.it	pec	protocollo.chiusano@pec.it	pec	null	null	null	null	null	null				null	0		
00253650089	c_c660	Comune di Chiusavecchia	Chiusavecchia	Luca	Vassallo	18027	IM	Liguria	www.comune.chiusavecchia.im.it	Piazza Caduti Di Guerra, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	chiusavecchia@pec.it	pec	contatti@comune.chiusavecchia.im.it	altro	null	null	null	null	null	null				null	0		
00074070525	c_c661	Comune di Chiusdino	Chiusdino	Luciana	Bartaletti	53012	SI	Toscana	www.comune.chiusdino.siena.it	Piazza Del Plebiscito N. 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiusdino@pec.consorzioterrecablate.it	pec	null	null	null	null	null	null	null	null				null	0		1
00233780527	c_c662	Comune di Chiusi	Chiusi	Juri	Bettollini	53043	SI	Toscana	www.comune.chiusi.si.it	Piazza XX Settembre, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	AOOCCHIU	S	protocollo.chiusi@legalmail.it	pec	ragioniere@comune.chiusi.si.it	altro	null	null	null	null	null	null				null	0		1
00268030517	c_c663	Comune di Chiusi della Verna	Chiusi della Verna	Giampaolo	Tellini	52010	AR	Toscana	www.comune.chiusi-della-verna.arezzo.it	Viale San Francesco, 42	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.chiusidellaverna@postacert.toscana.it	pec	chiusidellaverna@casentino.toscana.it	altro	null	null	null	null	null	null	https://www.facebook.com/nonattivo	https://twitter.com/nonattivo	http://www.youtube.com/nonattivo	null	0		1
82500150014	c_c665	Comune di Chivasso	Chivasso	Claudio	Castello	10034	TO	Piemonte	www.comune.chivasso.to.it	Piazza gen. Carlo Alberto Dalla Chiesa, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.chivasso.to.it	pec	protocollo@comune.chivasso.to.it	altro	null	null	null	null	null	null	https://www.facebook.com/ChivassoEventi/			null	0		1
80003630847	c_c668	Comune di Cianciana	Cianciana	Santo	Alfano	92012	AG	Sicilia	comunecianciana.gov.it	Via Papa Giovanni Xxiii, N. 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollocianciana@pec.it	pec	comunedicianciana@virgilio.it	altro	null	null	null	null	null	null				null	0		1
00447040353	c_c669	Comune di Canossa	Canossa	Luca	Bolondi	42026	RE	Emilia Romagna	www.comune.canossa.re.it	Piazza Matteotti, 28	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.canossa@postecert.it	pec	demografici@comune.canossa.re.it	altro	null	null	null	null	null	null	https://it-it.facebook.com/comune.canossa/			null	0		1
00449960269	c_c670	Comune di Crocetta del Montello	Crocetta del Montello	Marianella	Tormena	31035	TV	Veneto	www.comune.crocetta.tv.it	Via S. Andrea, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.crocetta.tv@pecveneto.it	pec	protocollo@comune.crocetta.tv.it	altro	null	null	null	null	null	null				null	0		
00206240251	c_c672	Comune di Cibiana di Cadore	Cibiana di Cadore	Lina Maria	De Zordo	32040	BL	Veneto	www.comune.cibianadicadore.bl.it	Via Masarie', 182	Istruttore Direttivo Amministrativo	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cibiana.bl@cert.ip-veneto.net	pec	ragioneria.cibiana@valboite.bl.it	altro	null	null	null	null	null	null				null	0		1
00945110104	c_c673	Comune di Cicagna	Cicagna	Roberto	Bacigalupo	16044	GE	Liguria	www.comune.cicagna.ge.it	Viale Italia, 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cicagna@anutel.it	pec	segretario@comune.cicagna.ge.it	altro	tecnico@comune.cicagna.ge.it	altro	null	null	null	null				null	0		
00296280795	c_c674	Comune di Cicala	Cicala	Alessandro	FALVO	88040	CZ	Calabria	www.comune.cicala.cz.it	Via Attanzio	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.cicala@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		1
00600910632	c_c675	Comune di Cicciano	Cicciano	Raffaele	Arvonio	80033	NA	Campania	www.comune.cicciano.na.it	Corso Garibaldi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.cicciano@asmepec.it	pec	elettorale.cicciano@asmepec.it	pec	utcllpp.cicciano@asmepec.it	pec	ragioneria.cicciano@asmepec.it	pec	fatture.cicciano@asmepec.it	pec				null	0		1
81000790659	c_c676	Comune di Cicerale	Cicerale	Francesco	Carpinelli	84053	SA	Campania	www.comune.cicerale.sa.it	Via Roma	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.cicerale@asmepec.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/cicerale	https//www.twitter.com/cicerale	http://www.youtube.com/cicerale	null	0		1
00312110190	c_c678	Comune di Cicognolo	Cicognolo	Angelo	Bergamaschi	26030	CR	Lombardia	www.comune.cicognolo.cr.it	Via Guglielmo Marconi. 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.cicognolo@pec.regione.lombardia.it	pec	anagrafe@comune.cicognolo.cr.it	altro	ragioneria@comune.cicognolo.cr.it	altro	segreteria@comune.cicognolo.cr.it	altro	tecnico@comune.cicognolo.cr.it	altro				null	1		1
85501290010	c_c679	Comune di Ciconio	Ciconio	Fabrizio	Ferrarese	10080	TO	Piemonte	www.comune.ciconio.to.it	Via Don Oddonino, 19	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ciconio@cert.ruparpiemonte.it	pec	null	null	null	null	null	null	null	null				null	0		1
00222570020	c_c680	Comune di Cigliano	Cigliano	Diego	Marchetti	13043	VC	Piemonte	www.cigliano.net	Piazza Martiri Liberta', 18	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cigliano@legalmail.it	pec	comune@cigliano.net	altro	null	null	null	null	null	null					0	1	1
84005310044	c_c681	Comune di Ciglie'	Ciglie'	Giovanni	Sciolla	12060	CN	Piemonte	www.comune.ciglie.cn.it	Piazza Castello, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ciglie@cert.ruparpiemonte.it	pec	ciglie@ruparpiemonte.it	altro	null	null	null	null	null	null				null	0	1	1
84000590186	c_c684	Comune di Cigognola	Cigognola	Gianluca	Orioli	27040	PV	Lombardia	www.comune.cigognola.pv.it	P.zza Castello 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.cigognola@anutel.it	pec	servizifinanziari@comune.cigognola.pv.it	altro	null	null	null	null	null	null				null	0		1
00760060178	c_c685	Comune di Cigole	Cigole	Marco	Scartapacchio	25020	BS	Lombardia	www.comune.cigole.bs.it	Via Roma, 19	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@cert.comune.cigole.bs.it	pec	null	null	null	null	null	null	null	null	https://www.facebook.com/comunedicigole			null	0		
00470780180	c_c686	Comune di Cilavegna	Cilavegna	Giovanna	Falzone	27024	PV	Lombardia	www.comune.cilavegna.pv.it	Largo Guglielmo Marconi, 3 -	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cilavegna.pv@legalmail.it	pec	info@comune.cilavegna.pv.it	altro	null	null	null	null	null	null					0		1
80012110260	c_c689	Comune di Cimadolmo	Cimadolmo	Giovanni	Ministeri	31010	TV	Veneto	www.comune.cimadolmo.tv.it	Via Roma, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.comune.cimadolmo.tv@pecveneto.it	pec	segreteria@comune.cimadolmo.tv.it	altro	demografici.comune.cimadolmo.tv@pecveneto.it	pec	null	null	null	null				null	0		1
81002590172	c_c691	Comune di Cimbergo	Cimbergo	Giov Battista	Polonioli	25050	BS	Lombardia	www.comune.cimbergo.bs.it/	Via Codrobbio, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comunecimbergo.eu	pec	info@comune.cimbergo.bs.it	altro	protocollo@pec.comune.cimbergo.bs.it	pec	null	null	null	null					0		
81001890805	c_c695	Comune di Cimina'	Cimina'	Domenico	Polifroni	89040	RC	Calabria	comune.cimina.rc.it	Via Imbriani,13	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	CIMINA	S	comunecimina@asmepec.it	pec	ragioneriacimina@asmepec.it	pec	ragioneriacimina@tiscali.it	altro	null	null	null	null				null	1		1
00625020821	c_c696	Comune di Ciminna	Ciminna	Vito Filippo	Barone	90023	PA	Sicilia	www.comuneciminna.gov.it	Via Dott. Vito Graziano, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.ciminna@pec.it	pec	protocollo@comuneciminna.gov.it	altro	null	null	null	null	null	null			https://www.youtube.com/channel/UCvvadJaN3s9Ib1YbZRxwH9Q	null	2		
00638820639	c_c697	Comune di Cimitile	Cimitile	enzo	pizzi	80030	NA	Campania	www.comune.cimitile.na.it	Via E. De Nicola, 27	Responsabile del Servizio Affari Generali	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.cimitile@asmepec.it	pec	null	null	null	null	null	null	null	null				null	2		1
83001210174	c_c698	Comune di Tavernole Sul Mella	Tavernole sul Mella	Gerardo	Ferri	25060	BS	Lombardia	www.comune.tavernolesulmella.bs.it	Piazza Martiri Della Liberta' 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.tavernolesulmella.bs.it	pec	protocollo@comune.tavernolesulmella.bs.it	altro	null	null	null	null	null	null				null	0		1
90001510933	c_c699	Comune di Cimolais	Cimolais	Davide	Protti	33080	PN	Friuli Venezia Giulia	www.comune.cimolais.pn.it	Via Vittorio Emanuele Ii, 27	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cimolais@certgov.fvg.it	pec	ragioneria@comune.cimolais.pn.it	altro	null	null	null	null	null	null				null	0		1
80007570221	c_c700	Comune di Cimone	Cimone	Damiano	Bisesti	38060	TN	Trentino Alto Adige	www.comune-cimone.it	Frazione Covelo Nr. 90	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunecimone@pec.it	pec	ragioneria@comune-cimone.it	altro	null	null	null	null	null	null				null	0		
80003310051	c_c701	Comune di Cinaglio	Cinaglio	VALENTINA	PAVIA	14020	AT	Piemonte	www.comune.cinaglio.at.it	Via Umberto I N. 3	Istruttore Amministrativo Contabile	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	cinaglio@cert.ruparpiemonte.it	pec	protocollo@comune.cinaglio.at.it	altro	null	null	null	null	null	null				null	1	1	1
02493020586	c_c702	Comune di Cineto Romano	Cineto Romano	MASSIMILIANO	LIANI	00020	RM	Lazio	www.cineto.it	Via Carlo Todini, 8	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cinetoromano@pec.it	pec	cinetoromano@gmail.com	altro	protocollo@cineto.it	altro	sindaco@cineto.it	altro	null	null				null	0		1
00304660194	c_c703	Comune di Cingia De' Botti	Cingia de' Botti	ACHILLE	MORENI	26042	CR	Lombardia	www.comune.cingiadebotti.cr.it	Via Giuseppina, 79	RESPONSABILE SERVIZI DEMOGRAFICI	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	anagrafe.comune.cingiadebotti@pec.regione.lombardia.it	pec	anagrafe@comune.cingiadebotti.cr.it	altro	null	null	null	null	null	null				null	0		
00129810438	c_c704	Comune di Cingoli	Cingoli	FILIPPO	SALTAMARTINI	62011	MC	Marche	www.comune.cingoli.mc.it	p. Vittorio Emanuele 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.cingoli.mc.it	pec	comune@cingoli.sinp.net	altro	demografici.cingoli@emarche.it	pec	elettorale.cingoli@emarche.it	pec	servizisociali.cingoli@emarche.it	pec				null	0	1	1
00117340539	c_c705	Comune di Cinigiano	Cinigiano	Romina	Sani	58044	GR	Toscana	www.comune.cinigiano.gr.it	Piazzale Capitano Bruchi, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.cinigiano@postacert.toscana.it	pec	null	null	null	null	null	null	null	null				null	0		
