cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
00242500395,Emilia Romagna,RA,Comune di Alfonsine,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00242500395.txt,www.comune.alfonsine.ra.it,c_a191,Alfonsine,MAURO,VENTURI,48011,www.comune.alfonsine.ra.it,Piazza Gramsci A. 1,sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pg.comune.alfonsine.ra.it@legalmail.it,pec,rastellis@comune.alfonsine.ra.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00242630432,Marche,MC,Comune di Castelsantangelo Sul Nera,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00242630432.txt,www.comune.castelsantangelosulnera.mc.it,c_c267,Castelsantangelo sul Nera,Mauro,Falcucci,62039,http://www.comune.castelsantangelosulnera.mc.it/,"Piazza S. Spirito,1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.castelsantangelosulnera.mc.it,pec,protocollo@comune.castelsantangelosulnera.mc.it,altro,ragioneria@comune.castelsantangelosulnera.mc.it,altro,null,null,null,null,,,,null,0,200,x
00242710432,Marche,MC,Comune di Cessapalombo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00242710432.txt,www.comune.cessapalombo.mc.it,c_c582,Cessapalombo,Giuseppina,Feliciotti,62020,www.comune.cessapalombo.mc.it,"Via Mazzini,3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.cessapalombo.mc@legalmail.it,pec,info@comune.cessapalombo.mc.it,altro,roberto.luchini@comune.cessapalombo.mc.it,altro,ufficio.anagrafe@comune.cessapalombo.mc.it,altro,null,null,https://www.facebook.com/Comune-Di-Cessapalombo-1581293222088939/,,,,0,200,x
00242770238,Veneto,VR,Comune di Sant'Ambrogio di Valpolicella,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00242770238.txt,www.comune.santambrogio.vr.it,c_i259,Sant'Ambrogio di Valpolicella,Luca,Pinali,37015,www.comune.santambrogio.vr.it,"Via Sengio,1",Responsabile Settore Affari Generali,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,s.ambrogiovalp@postemailcertificata.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00242920395,Emilia Romagna,RA,Comune di Castel Bolognese,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00242920395.txt,www.comune.castelbolognese.ra.it,c_c065,Castel Bolognese,Luca,Della Godenza,48014,www.comune.castelbolognese.ra.it,Piazza Bernardi N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.castelbolognese@cert.provincia.ra.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
00242970366,Emilia Romagna,MO,Comune di Savignano sul Panaro,,www.savignano.it,c_i473,Savignano sul Panaro,Enrico,Tagliavini,41056,www.savignano.it/,"Via Doccia, 64",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.savignano@cert.unione.terredicastelli.mo.it,pec,info@comune.savignano-sul-panaro.mo.it,altro,null,null,null,null,null,null,,,,null,0,404,
00243110343,Emilia Romagna,PR,Comune di Corniglio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243110343.txt,www.comune.corniglio.pr.it,c_d026,Corniglio,Maria Grazia,Forni,43021,www.comune.corniglio.pr.it,"Largo Castello, 1",Responsabile Affari Generali,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@postacert.comune.corniglio.pr.it,pec,ragioneria@comune.corniglio.pr.it,altro,risorseumane@comune.corniglio.pr.it,altro,null,null,null,null,,,,null,0,200,x
00243240876,Sicilia,CT,Comune di Militello in Val di Catania,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243240876.txt,comunemilitello.it,c_f209,Militello in Val di Catania,Salvina,Cirnigliaro,95043,comunemilitello.it,Atrio Del Castello,Responsabile Area Al Territorio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comunemilitello.it,pec,serviziocommercio@comunemilitello.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00243280120,Lombardia,VA,Comune di Malnate,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243280120.txt,www.comune.malnate.va.it,c_e863,Malnate,Maria Irene,Bellifemine,21046,www.comune.malnate.va.it,"Piazza Vittorio Veneto, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.malnate@legalmail.it,pec,demografici.malnate@pec.it,pec,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-Di-Malnate/152121861494769?fref=ts,,,,0,200,x
00243570694,Abruzzo,CH,Comune di Torino di Sangro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243570694.txt,www.comune.torinodisangro.ch.it,c_l218,Torino di Sangro,NINO,DI FONSO,66020,www.comune.torinodisangro.ch.it,"Piazza Donato Iezzi, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@comunetorinodisangro.legalmail.it,pec,dir_amministrativo@comune.torinodisangro.ch.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00243610763,Basilicata,PZ,Comune di Trivigno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243610763.txt,www.comunetrivigno.gov.it,c_l439,Trivigno,Michele Carmelo,Marino,85018,www.comunetrivigno.gov.it,"Piazza Plebiscito, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ufficio.protocollo.comunetrivigno@pec.it,pec,ufficio.anagrafe.comunetrivigno@pec.it,pec,ufficio.tecnico.comunetrivigno@pec.it,pec,null,null,null,null,,,,null,0,200,x
00243720430,Marche,MC,Comune di Camporotondo di Fiastrone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243720430.txt,comune.camporotondodifiastrone.mc.it,c_b562,Camporotondo di Fiastrone,Emanuele,Tondi,62020,comune.camporotondodifiastrone.mc.it,"P.zza San Marco, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.camporotondodifiastrone@legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00243770872,Sicilia,CT,Comune di Paterno',https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243770872.txt,www.comune.paterno.ct.it,c_g371,Paterno',Mauro,Mangano,95047,www.comune.paterno.ct.it,"Parco Del Sole, 22",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ass.segreteria@cert.comune.paterno.ct.it,pec,info@comune.paterno.ct.it,altro,null,null,null,null,null,null,http://www.facebook.com/pages/Citt%C3%A0-di-Patern%C3%B2/261003867355607,,www.youtube.com/user/cittapaternoct,null,3,200,x
00243790516,Toscana,AR,Comune di Lucignano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243790516.txt,www.comune.lucignano.ar.it,c_e718,Lucignano,Roberta,Casini,52046,www.comune.lucignano.ar.it,"Piazza Del Tribunale, 22",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.lucignano@postacert.toscana.it,pec,protocollo@comune.lucignano.ar.it,altro,null,null,null,null,null,null,,,,,0,200,x
00243880127,Lombardia,VA,Comune di Jerago con Orago,,www.comune.jeragoconorago.va.it,c_e386,Jerago con Orago,Giorgio,Ginelli,21040,www.comune.jeragoconorago.va.it,"Via Indipendenza, 17",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.jeragoconorago@pec.regione.lombardia.it,pec,ragioneria@comune.jeragoconorago.va.it,altro,null,null,null,null,null,null,,,,null,0,404,
00243880739,Puglia,TA,Comune di Mottola,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00243880739.txt,www.comune.mottola.ta.it,c_f784,Mottola,Maria,D'Onghia,74017,www.comune.mottola.ta.it,"Piazza XX Settembre, 1",Responsabile AA.GG.,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.mottola.ta.it,pec,m.donghia@comune.mottola.ta.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00244220182,Lombardia,PV,Comune di Ferrera Erbognone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00244220182.txt,www.comune.ferreraerbognone.pv.it,c_d552,Ferrera Erbognone,GIOVANNI,FASSINA,27032,www.comune.ferreraerbognone.pv.it,Piazza Bartellini 18,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.ferrera@pec.regione.lombardia.it,pec,ragioneria@comune.ferreraerbognone.pv.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00244230082,Liguria,IM,Comune di Molini di Triora,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00244230082.txt,www.comune.moliniditriora.im.it,c_f290ds,Molini di Triora,Marcello,Moraldo,18010,www.comune.moliniditriora.im.it,"Piazza Roma, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.moliniditriora.im@legalmail.it,pec,fulvioarnaldi@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00244360046,Piemonte,CN,Comune di Saluzzo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00244360046.txt,www.comune.saluzzo.cn.it,c_h727,Saluzzo,Mauro,Calderoni,12037,www.comune.saluzzo.cn.it,"Via Macalle', 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.saluzzo.cn.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-di-Saluzzo-Notizie/57864296282,,https://www.youtube.com/channel/UC63Q8GjKh0yjFrI7FmvDTkg,null,0,200,x
00244400438,Marche,MC,Comune di Mogliano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00244400438.txt,www.comune.mogliano.mc.it,c_f268,Mogliano,Flavio,Zura,62010,www.comune.mogliano.mc.it,Via A. Adriani n. 6,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ragioneria@pec.comune.mogliano.mc.it,pec,ragioneria@comune.mogliano.mc.it,altro,segreteria@comune.mogliano.mc.it,altro,null,null,null,null,,,,null,0,200,x
00244500088,Liguria,IM,Comune di Pieve di Teco,,www.comune.pievediteco.im.it,c_g632,Pieve di Teco,Alessandro,Alessandri,18026,www.comune.pievediteco.im.it,Corso Mario Ponzoni 135,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.pievediteco@postecert.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
00244820080,Liguria,IM,Comune di Cipressa,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00244820080.txt,www.comune.cipressa.im.it,c_h957,Cipressa,Filippo Rinaldo,Guasco,18017,www.comune.cipressa.im.it,Via Matteotti 41,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunecipressa@pec.it,pec,demografici@comune.cipressa.im.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00244940086,Liguria,IM,Comune di Cesio,,www.comune.cesio.im.it,c_c578,Cesio,Fabio,Natta,18022,www.comune.cesio.im.it/,"Via San Gottardo, 11",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pec@pec.comune.cesio.im.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
00244950242,Veneto,VI,Comune di Arzignano,,www.comune.arzignano.vi.it,c_a459,Arzignano,Giorgio,Gentilin,36071,www.comune.arzignano.vi.it,Piazza Liberta' 12,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,arzignano.vi@cert.ip-veneto.net,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
00245010087,Liguria,IM,Comune di Vessalico,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245010087.txt,www.comune.vessalico.im.it,c_l809,Vessalico,Paola,Giliberti,18026,www.comune.vessalico.im.it,Piazza IV Novembre,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pec.comunedivessalico@legalmail.it,pec,protocollo@comune.vessalico.im.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00245030085,Liguria,IM,Comune di Ranzo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245030085.txt,www.comune.ranzo.im.it,c_h180,Ranzo,Marina,Bertone,18020,www.comune.ranzo.im.it,Via Umberto I,Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comuneranzo@legalmail.it,pec,comune.ranzo@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00245050794,Calabria,CZ,Comune di Santa Caterina dello Ionio,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245050794.txt,www.comune.santacaterinadelloionio.cz.it,c_i170,Santa Caterina dello Ionio,Francesco,Severino,88060,www.comune.santacaterinadelloionio.cz.it,"Via Roma, 22",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,SCATERINA,S,protocollo.santacaterinadelloionio@asmepec.it,pec,scaterina@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00245080080,Liguria,IM,Comune di Chiusanico,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245080080.txt,www.comune.chiusanico.im.it,c_c657,Chiusanico,Giovanni,Agnese,18027,www.comune.chiusanico.im.it/,"Piazza Nello Gerini, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pec@pec.comune.chiusanico.im.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
00245240643,Campania,AV,Comune di Baiano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245240643.txt,www.comune.baiano.av.it,c_a580,Baiano,Enrico,Montanaro,83022,www.comune.baiano.av.it,Piazza F.Napolitano,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.baiano@asmepec.it,pec,comune.baiano.av.it@comune.baiano.av.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00245250097,Liguria,SV,Comune di Bergeggi,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245250097.txt,www.comune.bergeggi.gov.it,c_a796,Bergeggi,Roberto,Arboscello,17028,www.comune.bergeggi.gov.it,Via A. De Mari N. 28/D,Sindaco pro-tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.bergeggi.sv.it,pec,bergeggi@comune.bergeggi.sv.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00245430236,Veneto,VR,Comune di Peschiera del Garda,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245430236.txt,www.comune.peschieradelgarda.vr.it,c_g489,Peschiera del Garda,Stefano,Venturi,37019,www.comune.peschieradelgarda.vr.it,"Piazza Betteloni, 3",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunepeschieradelgarda@pec.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/pages/Comune-di-Peschiera-del-Garda/647896078566949,,,null,3,200,x
00245460167,Lombardia,BG,Comune di Clusone,,www.comune.clusone.bg.it/home.aspx,c_c800,Clusone,Paolo,Olini,24023,www.comune.clusone.bg.it/home.aspx,"Piazza Sant'Andrea, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.clusone.bg.it,pec,protocollo@comune.clusone.bg.it,altro,null,null,null,null,null,null,,,,null,0,200,
00245920087,Liguria,IM,Comune di Seborga,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00245920087.txt,www.comuneseborga.it,c_i556,Seborga,Enrico,Ilariuzzi,18012,www.comuneseborga.it,Via Della Zecca 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comuneseborga.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
00246160089,Liguria,IM,Comune di Pontedassio,,www.comune.pontedassio.im.it,c_g840,Pontedassio,Ilvo,Calzia,18027,www.comune.pontedassio.im.it,"Piazza V. Emanuele II, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.pontedassio.net,pec,null,null,null,null,null,null,null,null,,,,,0,404,
00246170088,Liguria,IM,Comune di San Lorenzo al Mare,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246170088.txt,www.comune.sanlorenzoalmare.im.it,ch956,San Lorenzo al Mare,Paolo,Tornatore,18017,www.comune.sanlorenzoalmare.im.it,"Via Aurelia,70",Sindaco Pro-tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,sanlorenzoalmare.im@cert.legalmail.it,pec,comune@comune.sanlorenzoalmare.im.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00246180590,Lazio,LT,Comune di Terracina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246180590.txt,www.comune.terracina.lt.it,c_l120,Terracina,Nicola,Procaccini,04019,www.comune.terracina.lt.it,"Piazza Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,posta@pec.comune.terracina.lt.it,pec,servizi.demografici@pec.comune.terracina.lt.it,pec,sue@pec.comune.terracina.l.it,altro,suap@pec.comune.terracina.l.it,altro,polizia.municipale@pec.comune.terracina.lt.it,pec,https://www.facebook.com/Comune-di-Terracina-1706881709614917/,,https://www.youtube.com/channel/UCr_YRNUxyIvBVIDwxCDeK7Q,null,0,200,x
00246190086,Liguria,IM,Comune di Dolcedo,,www.comune.dolcedo.im.it,c_0319,Dolcedo,Antonio Fausto,Angeloni,18020,www.comune.dolcedo.im.it,"Piazza Doria, 35",Segretario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.dolcedo@legalmail.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
00246210082,Liguria,IM,Comune di Cosio D'Arroscia,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246210082.txt,www.comunecosiodiarroscia.info,c_d087,Cosio d'Arroscia,Danilo Antonio,Gravagno,18023,www.comunecosiodiarroscia.info,Piazza Chiesa N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.cosioim.org,pec,protocollo@cosioim.org,altro,null,null,null,null,null,null,,,,null,0,200,x
00246270086,Liguria,IM,Comune di Pietrabruna,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246270086.txt,www.comunepietrabruna.it,c_g607,Pietrabruna,Miriano,Pirero,18010,www.comunepietrabruna.it,"Viale Kennedy, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunepietrabruna@legalmail.it,pec,comune@comunepietrabruna.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00246270169,Lombardia,BG,Comune di Gandino,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246270169.txt,www.comune.gandino.bg.it,c_d905,Gandino,Elio,Castelli,24024,www.comune.gandino.bg.it,"Piazza V.Veneto, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.gandino@legalmail.it,pec,info@comune.gandino.bg.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00246280085,Liguria,IM,Comune di Cervo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246280085.txt,www.cervo.com,c_c559,Cervo,Giovanna,Severoni,18010,www.cervo.com,Salita Al Castello N. 15,Responsabile Del Servizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comunecervo.com,pec,comunecervo@cervo.com,altro,null,null,null,null,null,null,,,,null,0,200,x
00246290084,Liguria,IM,Comune di Pornassio,,www.comune.pornassio.im.it,c_g890,Pornassio,Emilio,Fossati,18024,www.comune.pornassio.im.it,Via Roma 28,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune@pec.pornassio.org,pec,ragioneria@pornassio.org,altro,null,null,null,null,null,null,,,,null,0,404,
00246310213,Trentino Alto Adige,BZ,Comune di Fortezza,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246310213.txt,www.comunefortezza.eu,c_d731,Fortezza,Richard,Amort,39045,www.comunefortezza.eu,Piazza Municipio 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,franzensfeste.fortezza@legalmail.it,pec,info@comunefortezza.eu,altro,null,null,null,null,null,null,,,,null,0,200,x
00246330088,Liguria,IM,Comune di Mendatica,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246330088.txt,www.comune.mendatica.im.it,c_f123,Mendatica,Piero,Pelassa,18025,www.comune.mendatica.im.it,Piazza Roma 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,info@pec.comune.mendatica.im.it,pec,mendatica@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
00246350086,Liguria,IM,Comune di Montegrosso Pian Latte,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/00246350086.txt,www.comune.montegrossopianlatte.im.it,c_f528,Montegrosso Pian Latte,Giuliano,Maglio,18025,www.comune.montegrossopianlatte.im.it,"Piazza Ai Caduti, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,pec@pec.comune.montegrossopianlatte.im.it,pec,montegrosso@libero.it,altro,null,null,null,null,null,null,,,,null,0,200,x
